,latitude,longitude,PS,WS10M,WS50M,WD10M,WD50M,QV2M,RH2M,PRECIPITATIONCAL,T2M,T2MDEW,T2MWET,TS,windfarm_power
1753,48.09843999999999,-2.8856700000000006,100.118064516129,6.543225806451613,9.52096774193548,210.0587096774194,210.4025806451613,6.024193548387098,93.43870967741938,2.858387096774194,6.8967741935483895,5.867419354838711,6.3822580645161295,6.327419354838712,46724.0
1754,45.90852999999999,0.7242800000000001,99.52290322580644,5.62,7.835806451612904,188.9458064516129,190.17548387096767,5.696129032258063,94.8932258064516,4.257419354838709,5.8503225806451615,5.054193548387096,5.451612903225807,5.604516129032258,4250.77
1755,47.607140000000015,3.7945600000000015,98.50645161290322,5.992903225806451,8.293548387096772,196.7964516129032,197.9706451612903,5.386129032258062,94.33516129032256,1.8812903225806452,5.035161290322581,4.155483870967744,4.594516129032261,4.813548387096775,1580.0
1756,46.46128,0.5835000000000005,100.20225806451612,5.90451612903226,8.2941935483871,195.8506451612904,197.0122580645161,5.775161290322581,94.20096774193549,3.866774193548387,6.244838709677419,5.333548387096776,5.790322580645162,5.980322580645161,49914.0
1757,49.75131000000003,1.28636,100.44903225806452,8.208064516129031,10.679032258064517,207.07806451612905,207.68838709677425,5.7625806451612895,89.4416129032258,4.176451612903227,7.07709677419355,5.421290322580643,6.25,7.246129032258066,38316.67
1758,43.42255999999998,2.1904699999999995,97.1941935483871,4.1670967741935465,5.991290322580646,244.26483870967743,245.0370967741936,5.471612903225806,94.44354838709675,1.406774193548387,4.8845161290322565,4.015483870967741,4.449677419354837,4.513870967741936,37252.0
1759,43.42255999999998,2.1904699999999995,97.1941935483871,4.1670967741935465,5.991290322580646,244.26483870967743,245.0370967741936,5.471612903225806,94.44354838709675,1.406774193548387,4.8845161290322565,4.015483870967741,4.449677419354837,4.513870967741936,63907.5
1760,48.97568999999999,4.808220000000003,99.03903225806454,6.369032258064515,8.83290322580645,195.1377419354839,196.3248387096774,5.391290322580646,94.73774193548388,2.000322580645161,4.995483870967742,4.185161290322581,4.588709677419356,4.702580645161292,4120.0
1761,49.888750000000016,1.8078100000000008,100.0574193548387,7.042903225806449,9.883548387096775,203.82032258064515,204.8167741935484,5.539032258064516,92.36903225806452,3.3480645161290323,5.860322580645164,4.663225806451612,5.260967741935483,5.427096774193549,2313.33
1762,49.98930999999999,1.27778,100.44903225806452,8.208064516129031,10.679032258064517,207.07806451612905,207.68838709677425,5.7625806451612895,89.4416129032258,5.655483870967742,7.07709677419355,5.421290322580643,6.25,7.246129032258066,3630.0
1763,47.03749999999998,1.991999999999999,99.93806451612902,6.015483870967743,8.422258064516129,199.38,200.3587096774193,5.628387096774193,93.9983870967742,2.061935483870968,5.901290322580645,4.961612903225807,5.430967741935486,5.641935483870966,88110.0
1764,46.240330000000014,0.8603899999999997,99.52290322580644,5.62,7.835806451612904,188.9458064516129,190.17548387096767,5.696129032258063,94.8932258064516,3.111935483870968,5.8503225806451615,5.054193548387096,5.451612903225807,5.604516129032258,6173.33
1765,43.78044,2.9062200000000007,94.11741935483867,3.9661290322580647,5.914838709677419,242.13129032258067,242.3448387096775,5.12709677419355,94.44161290322582,0.5374193548387096,3.436451612903225,2.585483870967741,3.0116129032258074,3.123225806451614,28370.0
1766,45.83236000000003,0.19658,100.63451612903224,5.347096774193547,7.751290322580647,192.71612903225807,193.87,5.8751612903225805,93.56451612903226,4.54741935483871,6.588387096774195,5.568709677419356,6.078387096774192,6.219677419354838,5418.33
1767,49.700890000000015,3.8151900000000007,100.15290322580644,6.448387096774193,9.028387096774193,196.10612903225808,196.8583870967742,5.457419354838709,93.75225806451614,2.458064516129032,5.431612903225807,4.459677419354837,4.9461290322580655,5.097419354838711,9920.0
1768,47.24,4.456079999999998,97.2,5.265806451612902,7.506451612903226,199.48838709677412,199.17129032258055,5.2203225806451625,94.92419354838712,0.9422580645161288,4.28967741935484,3.5132258064516138,3.9016129032258062,4.024516129032258,12387.37
1769,49.48469,1.6252800000000014,99.8716129032258,6.765161290322579,9.499032258064515,201.3248387096774,202.00645161290325,5.513548387096773,93.23193548387096,2.8609677419354838,5.623870967741937,4.56451612903226,5.093225806451614,5.218064516129034,39211.67
1770,49.47371999999998,1.674439999999999,99.8716129032258,6.765161290322579,9.499032258064515,201.3248387096774,202.00645161290325,5.513548387096773,93.23193548387096,2.8609677419354838,5.623870967741937,4.56451612903226,5.093225806451614,5.218064516129034,30760.0
1771,43.372920000000015,1.7976099999999993,99.15,3.887096774193549,5.770322580645162,226.70548387096773,227.2864516129032,5.48967741935484,91.29645161290324,1.5429032258064517,5.847419354838711,4.451290322580645,5.148064516129032,5.139999999999999,5570.0
1772,44.09213999999998,2.730329999999999,95.82774193548389,4.1087096774193546,5.849999999999999,231.93935483870965,232.44387096774187,5.247096774193549,95.35129032258064,0.8164516129032258,3.907741935483871,3.1896774193548385,3.548709677419355,3.4864516129032253,623.33
1773,48.27231,0.37636,99.17870967741936,6.77032258064516,9.378709677419357,203.75838709677427,204.9754838709677,5.5764516129032256,94.96774193548386,3.2774193548387096,5.399032258064519,4.62225806451613,5.010967741935484,5.09967741935484,1450.0
1774,48.27419000000002,0.3381100000000002,99.17870967741936,6.77032258064516,9.378709677419357,203.75838709677427,204.9754838709677,5.5764516129032256,94.96774193548386,3.2774193548387096,5.399032258064519,4.62225806451613,5.010967741935484,5.09967741935484,3457.5
1775,49.721109999999975,2.848780000000001,100.26354838709678,6.626451612903226,9.225806451612902,196.80645161290323,197.0906451612903,5.479032258064516,93.22387096774192,2.588387096774193,5.591612903225808,4.529354838709678,5.060967741935483,5.252258064516128,34284.55
1776,48.18780999999997,-0.7821099999999996,100.3248387096774,6.11967741935484,8.829677419354837,203.8361290322581,204.02774193548385,5.824193548387095,94.55612903225806,3.278709677419355,6.272580645161292,5.418387096774192,5.844516129032259,5.922580645161291,11472.5
1777,49.10161,6.617439999999996,98.25290322580648,5.880322580645163,8.445806451612903,197.43096774193543,198.29483870967744,5.211612903225807,93.84483870967742,1.454516129032258,4.552903225806453,3.6074193548387097,4.08032258064516,4.213870967741936,32736.67
1778,48.93647000000003,6.582220000000005,98.25290322580648,5.880322580645163,8.445806451612903,197.43096774193543,198.29483870967744,5.211612903225807,93.84483870967742,1.4190322580645158,4.552903225806453,3.6074193548387097,4.08032258064516,4.213870967741936,68037.5
